episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
177,40176,white,1-0,1.0,1.0,41,checkmate,False
178,40177,black,1/2-1/2,0.0,0.5,86,threefold_repetition,False
179,40178,white,1-0,1.0,1.0,23,checkmate,False
180,40179,black,1/2-1/2,0.0,0.5,82,threefold_repetition,False
181,40180,white,1/2-1/2,0.0,0.5,100,max_plies,False
182,40181,black,0-1,1.0,1.0,74,checkmate,False
183,40182,white,1-0,1.0,1.0,31,checkmate,False
184,40183,black,1/2-1/2,0.0,0.5,100,max_plies,False
185,40184,white,1/2-1/2,0.0,0.5,100,max_plies,False
186,40185,black,0-1,1.0,1.0,100,checkmate,False
187,40186,white,1-0,1.0,1.0,29,checkmate,False
188,40187,black,0-1,1.0,1.0,32,checkmate,False
189,40188,white,1/2-1/2,0.0,0.5,100,max_plies,False
190,40189,black,0-1,1.0,1.0,90,checkmate,False
191,40190,white,1/2-1/2,0.0,0.5,100,max_plies,False
192,40191,black,0-1,1.0,1.0,26,checkmate,False
193,40192,white,1/2-1/2,0.0,0.5,100,max_plies,False
194,40193,black,1/2-1/2,0.0,0.5,100,max_plies,False
195,40194,white,1-0,1.0,1.0,39,checkmate,False
196,40195,black,1/2-1/2,0.0,0.5,100,max_plies,False
197,40196,white,1/2-1/2,0.0,0.5,25,threefold_repetition,False
198,40197,black,1/2-1/2,0.0,0.5,65,threefold_repetition,False
199,40198,white,1/2-1/2,0.0,0.5,100,max_plies,False
200,40199,black,1/2-1/2,0.0,0.5,100,max_plies,False
201,40200,white,1-0,1.0,1.0,19,checkmate,False
202,40201,black,0-1,1.0,1.0,96,checkmate,False
203,40202,white,1-0,1.0,1.0,85,checkmate,False
204,40203,black,0-1,1.0,1.0,50,checkmate,False
205,40204,white,1/2-1/2,0.0,0.5,54,threefold_repetition,False
206,40205,black,0-1,1.0,1.0,96,checkmate,False
207,40206,white,1/2-1/2,0.0,0.5,100,threefold_repetition,False
208,40207,black,1/2-1/2,0.0,0.5,100,max_plies,False
209,40208,white,1/2-1/2,0.0,0.5,59,threefold_repetition,False
210,40209,black,1/2-1/2,0.0,0.5,100,max_plies,False
211,40210,white,1/2-1/2,0.0,0.5,100,max_plies,False
212,40211,black,1/2-1/2,0.0,0.5,100,max_plies,False
213,40212,white,1/2-1/2,0.0,0.5,100,max_plies,False
214,40213,black,0-1,1.0,1.0,24,checkmate,False
215,40214,white,1/2-1/2,0.0,0.5,100,max_plies,False
216,40215,black,0-1,1.0,1.0,80,checkmate,False
217,40216,white,1-0,1.0,1.0,81,checkmate,False
218,40217,black,0-1,1.0,1.0,86,checkmate,False
219,40218,white,1/2-1/2,0.0,0.5,100,max_plies,False
220,40219,black,0-1,1.0,1.0,96,checkmate,False
221,40220,white,1-0,1.0,1.0,63,checkmate,False
222,40221,black,1/2-1/2,0.0,0.5,35,threefold_repetition,False
223,40222,white,1/2-1/2,0.0,0.5,100,max_plies,False
224,40223,black,0-1,1.0,1.0,48,checkmate,False
225,40224,white,1-0,1.0,1.0,49,checkmate,False
226,40225,black,0-1,1.0,1.0,28,checkmate,False
227,40226,white,1/2-1/2,0.0,0.5,100,max_plies,False
228,40227,black,1/2-1/2,0.0,0.5,49,threefold_repetition,False
229,40228,white,1-0,1.0,1.0,59,checkmate,False
230,40229,black,1/2-1/2,0.0,0.5,99,threefold_repetition,False
231,40230,white,1-0,1.0,1.0,45,checkmate,False
232,40231,black,1/2-1/2,0.0,0.5,100,max_plies,False
233,40232,white,1/2-1/2,0.0,0.5,100,max_plies,False
234,40233,black,0-1,1.0,1.0,44,checkmate,False
235,40234,white,1-0,1.0,1.0,89,checkmate,False
236,40235,black,1/2-1/2,0.0,0.5,100,max_plies,False
237,40236,white,1-0,1.0,1.0,51,checkmate,False
238,40237,black,0-1,1.0,1.0,58,checkmate,False
239,40238,white,1-0,1.0,1.0,43,checkmate,False
240,40239,black,1/2-1/2,0.0,0.5,100,max_plies,False
241,40240,white,1-0,1.0,1.0,43,checkmate,False
242,40241,black,1/2-1/2,0.0,0.5,61,threefold_repetition,False
243,40242,white,1-0,1.0,1.0,57,checkmate,False
244,40243,black,1/2-1/2,0.0,0.5,100,max_plies,False
245,40244,white,1/2-1/2,0.0,0.5,87,threefold_repetition,False
246,40245,black,0-1,1.0,1.0,90,checkmate,False
247,40246,white,1/2-1/2,0.0,0.5,100,max_plies,False
248,40247,black,0-1,1.0,1.0,42,checkmate,False
249,40248,white,1/2-1/2,0.0,0.5,100,max_plies,False
250,40249,black,1/2-1/2,0.0,0.5,100,max_plies,False
251,40250,white,1-0,1.0,1.0,45,checkmate,False
252,40251,black,0-1,1.0,1.0,98,checkmate,False
253,40252,white,1-0,1.0,1.0,23,checkmate,False
254,40253,black,1/2-1/2,0.0,0.5,100,max_plies,False
255,40254,white,1/2-1/2,0.0,0.5,92,threefold_repetition,False
256,40255,black,1/2-1/2,0.0,0.5,100,max_plies,False
257,40256,white,1/2-1/2,0.0,0.5,100,max_plies,False
258,40257,black,1/2-1/2,0.0,0.5,55,threefold_repetition,False
259,40258,white,1-0,1.0,1.0,31,checkmate,False
260,40259,black,1/2-1/2,0.0,0.5,100,max_plies,False
261,40260,white,1/2-1/2,0.0,0.5,100,max_plies,False
262,40261,black,1/2-1/2,0.0,0.5,88,threefold_repetition,False
263,40262,white,1/2-1/2,0.0,0.5,100,max_plies,False
264,40263,black,1/2-1/2,0.0,0.5,100,max_plies,False
265,40264,white,1/2-1/2,0.0,0.5,100,max_plies,False
266,40265,black,0-1,1.0,1.0,72,checkmate,False
267,40266,white,1-0,1.0,1.0,35,checkmate,False
268,40267,black,1/2-1/2,0.0,0.5,100,max_plies,False
269,40268,white,1/2-1/2,0.0,0.5,54,threefold_repetition,False
270,40269,black,1/2-1/2,0.0,0.5,100,max_plies,False
271,40270,white,1-0,1.0,1.0,47,checkmate,False
272,40271,black,0-1,1.0,1.0,20,checkmate,False
273,40272,white,1/2-1/2,0.0,0.5,100,max_plies,False
